#
# utfjpmap.txt 日本語文字コード <-> Unicode間相互変換ライブラリ
#
# Ver 1.00 2004/04/15
#
# Copyright(C) 1991-2004 Unicode, Inc. All rights reserved.
#
#
# JIS<->Unicode(UCS-2,UCS-4)間のマッピングテーブル
#
#
# 本マッピングテーブルはUnicode, Inc.が作成したマッピングテーブルを
# 改造者(毛流麦花)が改造し、Unicode, Inc.の定める利用規程に
# 従って再配布するものです。使用するには
# Unicode, Inc.及び改造者が定める利用規定に同意する必要があります。
#
# [Unicode, Inc.の定める利用規定]
# Distributed under the Terms of Use in http://www.unicode.org/copyright.html.
#
# Permission is hereby granted, free of charge, to any person obtaining a copy of
# the Unicode data files and associated documentation (the "Data Files") or
# Unicode software and associated documentation (the "Software") to deal
# in the Data Files or Software without restriction, including without limitation
# the rights to use, copy, modify, merge, publish, distribute, and/or sell copies
# of the Data Files or Software, and to permit persons to whom the Data Files or
# Software are furnished to do so, provided that (a) the above copyright notice(s)
# and this permission notice appear in all copies of the Data Files or Software,
# (b) both the above copyright notice(s) and this permission notice appear
# in associated documentation, and (c) there is clear notice in each modified Data File
# or in the Software as well as in the documentation associated with the Data File(s)
# or Software that the data or software has been modified.
#
# [改造者の定める利用規定]
# (1)本マッピングテーブルの著作権はUnicode, Inc.に帰属します。
# (2)本マッピングテーブルを使用したことによるいかなる損害、トラブル、損失、結果についても
#    改造者は責任を負いません。
# (3)本マッピングテーブル(utfjpmap.txt)内の著作権表記、利用規定を削除することはできません。
# (4)本マッピングテーブルは商用目的、非商用目的のいずれにも自由にお使いいただけます。
# (5)本マッピングテーブル(utfjpmap.txt)は改変の有無を問わず自由に再配布できます。
#    改造者の事前・事後の承諾を得る必要はありませんし、改造者に連絡する必要もありません。
# (6)前(5)項の再配布に伴って発生したいかなる損害、トラブル、損失、結果についても
#    改造者（毛流麦花）は責任を負いません。
# (7)本マッピングテーブルの誤謬について改造者は修正する義務を負いません。
# (8)改造者は本マッピングテーブルに関する依頼・質問に答える義務を負いません。
#
#
# ■本ファイルは必ずEUC+LF（文字コード:EUC、改行コード:LF）で保存してください。■
#
#
# [記述内容]
# 1番目のカラム         JISコード
# 2番目のカラム         Unicode番号(UCS-2,UCS-4)
# 3番目のカラム(OPTION) u2j,j2u
#
# ・#で始まる行はコメント行とみなされ、無視されます。
# ・JISコードとUnicode番号は16進数表記で記述します。(頭に0xを付けます。)
# ・各カラムの間は1以上の任意の数の半角スペース・タブで区切ります。
# ・3番目のカラムがない場合、JIS<->Unicode双方向の変換が定義されます。
# ・3番目のカラムにu2jがあると、Unicode->JIS片方向のみの変換が定義されます。(JIS->Unicode方向は定義されません。)
# ・3番目のカラムにj2uがあると、JIS->Unicode片方向のみの変換が定義されます。(Unicode->JIS方向は定義されません。)
# ・いずれのカラムも英文字の大文字・小文字は区別されません。
# ・2番目もしくは3番目のカラムの後方に半角スペース・タブで区切って#を記述すると、#以降にコメントを記述できます。
# ・本テーブルでマッピングが定義されていない文字は、変換時に削除されます。
# ・同じ文字番号(JISコードorUnicode番号)に対して同方向の定義が複数行われた場合、
#   最後に行われた定義のみが有効になります。(記述例を参照してください。)
#
# [JISコード]
# 0x00-0xDF                JIS X 0201 ASCIIコード(ANK文字)
# 0x2121-0x7426            JIS X 0208 JIS第一水準・第二水準漢字
# 0x222F-0x6D63            JIS X 0212 JIS補助漢字(末尾にHを付けて記述します。0x222FH-0x6D63H)
#
# [Unicode番号(UCS-2,UCS-4)]
# 0x0000     - 0xFFFF      UCS-2(U+0000     - U+FFFF)
# 0x00000000 - 0x0010FFFF  UCS-4(U+00000000 - U+0010FFFF)
#
# [記述例：一般]
# 0x4B4C  0x5317        # "北"(JIS:4B4C,U+5317)について、JIS<->Unicode双方向の変換が定義されます。
# 0x4B4C  0xF963   u2j  # CJK互換領域で定義されている"北"(U+F963)から"北"(JIS:4B4C)へのUnicode->JIS片方向のみの
#                       # 変換が定義されます。(JIS->Unicode方向の変換は定義されません。)
# 0x4B4C  0x2F82B  u2j  # Unicode番号はUCS-4でも指定できます。BMP以外のプレーンの文字を指定してもかまいません。
#                       # U+2F82BはCJK互換領域補遺で定義されている"北"です。
#
# [記述例：u2jの活用法]
# 0x3962  0x9AD8        # "高"(JIS:3962,U+9AD8)のJIS<->Unicode双方向の変換を定義します。
# 0x3962  0x9AD9   u2j  # 俗字体の"高"(U+9AD9)から"高"(JIS:3962)へのUnicode->JIS片方向の変換を定義します。
#                       # 俗字体の"高"はJIS X 0208,0212では未定義です。(IBM拡張文字では定義されています。)
#
# [同方向の定義が複数行われた場合の記述例]
# 0x4B4C  0x5317        # "北"(JIS:4B4C,U+5317)について、JIS<->Unicode双方向の変換が定義されます。
# 0x4B4C  0xF963        # "北"(JIS:4B4C)とCJK互換領域で定義されている"北"(U+F963)とのJIS<->Unicode双方向の
#                       # 変換が定義されます。上行のJIS:4B4C->U+5317の変換定義は無効になります。
#
#----------------------------------------------------------------------------------------
0x00       0x0000
0x4763     0x8CB7
0x4764     0x58F2
0x4765     0x8CE0
0x4766     0x966A
0x4767     0x9019
0x4768     0x877F
0x4769     0x79E4
0x476A     0x77E7
0x476B     0x8429
0x476C     0x4F2F
0x476D     0x5265
0x476E     0x535A
0x476F     0x62CD
0x4770     0x67CF
0x4771     0x6CCA
0x4772     0x767D
0x4773     0x7B94
0x4774     0x7C95
0x4775     0x8236
0x4776     0x8584
0x4777     0x8FEB
0x4778     0x66DD
0x4779     0x6F20
0x477A     0x7206
0x477B     0x7E1B
0x477C     0x83AB
0x477D     0x99C1
0x477E     0x9EA6
0x4821     0x51FD
0x4822     0x7BB1
0x4823     0x7872
0x4824     0x7BB8
0x4825     0x8087
0x4826     0x7B48
0x4827     0x6AE8
0x4828     0x5E61
0x4829     0x808C
0x482A     0x7551
0x482B     0x7560
0x482C     0x516B
0x482D     0x9262
0x482E     0x6E8C
0x482F     0x767A
0x4830     0x9197
0x4831     0x9AEA
0x4832     0x4F10
0x4833     0x7F70
0x4834     0x629C
0x4835     0x7B4F
0x4836     0x95A5
0x4837     0x9CE9
0x4838     0x567A
0x4839     0x5859
0x483A     0x86E4
0x483B     0x96BC
0x483C     0x4F34
0x483D     0x5224
0x483E     0x534A
0x483F     0x53CD
0x4840     0x53DB
0x4841     0x5E06
0x4842     0x642C
0x4843     0x6591
0x4844     0x677F
0x4845     0x6C3E
0x4846     0x6C4E
0x4847     0x7248
0x4848     0x72AF
0x4849     0x73ED
0x484A     0x7554
0x484B     0x7E41
0x484C     0x822C
0x484D     0x85E9
0x484E     0x8CA9
0x484F     0x7BC4
0x4850     0x91C6
0x4851     0x7169
0x4852     0x9812
0x4853     0x98EF
0x4854     0x633D
0x4855     0x6669
0x4856     0x756A
0x4857     0x76E4
0x4858     0x78D0
0x4859     0x8543
0x485A     0x86EE
0x485B     0x532A
0x485C     0x5351
0x485D     0x5426
0x485E     0x5983
0x485F     0x5E87
0x4860     0x5F7C
0x4861     0x60B2
0x4862     0x6249
0x4863     0x6279
0x4864     0x62AB
0x4865     0x6590
0x4866     0x6BD4
0x4867     0x6CCC
0x4868     0x75B2
0x4869     0x76AE
0x486A     0x7891
0x486B     0x79D8
0x486C     0x7DCB
0x486D     0x7F77
0x486E     0x80A5
0x486F     0x88AB
0x4870     0x8AB9
0x4871     0x8CBB
0x4872     0x907F
0x4873     0x975E
0x4874     0x98DB
0x4875     0x6A0B
0x4876     0x7C38
0x4877     0x5099
0x4878     0x5C3E
0x4879     0x5FAE
0x487A     0x6787
0x487B     0x6BD8
0x487C     0x7435
0x487D     0x7709
0x487E     0x7F8E
0x4921     0x9F3B
0x4922     0x67CA
0x4923     0x7A17
0x4924     0x5339
0x4925     0x758B
0x4926     0x9AED
0x4927     0x5F66
0x4928     0x819D
0x4929     0x83F1
0x492A     0x8098
0x492B     0x5F3C
0x492C     0x5FC5
0x492D     0x7562
0x492E     0x7B46
0x492F     0x903C
0x4930     0x6867
0x4931     0x59EB
0x4932     0x5A9B
0x4933     0x7D10
0x4934     0x767E
0x4935     0x8B2C
0x4936     0x4FF5
0x4937     0x5F6A
0x4938     0x6A19
0x4939     0x6C37
0x493A     0x6F02
0x493B     0x74E2
0x493C     0x7968
0x493D     0x8868
0x493E     0x8A55
0x493F     0x8C79
0x4940     0x5EDF
0x4941     0x63CF
0x4942     0x75C5
0x4943     0x79D2
0x4944     0x82D7
0x4945     0x9328
0x4946     0x92F2
0x4947     0x849C
0x4948     0x86ED
0x4949     0x9C2D
0x494A     0x54C1
0x494B     0x5F6C
0x494C     0x658C
0x494D     0x6D5C
0x494E     0x7015
0x494F     0x8CA7
0x4950     0x8CD3
0x4951     0x983B
0x4952     0x654F
0x4953     0x74F6
0x4954     0x4E0D
0x4955     0x4ED8
0x4956     0x57E0
0x4957     0x592B
0x4958     0x5A66
0x4959     0x5BCC
0x495A     0x51A8
0x495B     0x5E03
0x495C     0x5E9C
0x495D     0x6016
0x495E     0x6276
0x495F     0x6577
0x4960     0x65A7
0x4961     0x666E
0x4962     0x6D6E
0x4963     0x7236
0x4964     0x7B26
0x4965     0x8150
0x4966     0x819A
0x4967     0x8299
0x4968     0x8B5C
0x4969     0x8CA0
0x496A     0x8CE6
0x496B     0x8D74
0x496C     0x961C
0x496D     0x9644
0x496E     0x4FAE
0x496F     0x64AB
0x4970     0x6B66
0x4971     0x821E
0x4972     0x8461
0x4973     0x856A
0x4974     0x90E8
0x4975     0x5C01
0x4976     0x6953
0x4977     0x98A8
0x4978     0x847A
0x4979     0x8557
0x497A     0x4F0F
0x497B     0x526F
0x497C     0x5FA9
0x497D     0x5E45
0x497E     0x670D
0x4A21     0x798F
0x4A22     0x8179
0x4A23     0x8907
0x4A24     0x8986
0x4A25     0x6DF5
0x4A26     0x5F17
0x4A27     0x6255
0x4A28     0x6CB8
0x4A29     0x4ECF
0x4A2A     0x7269
0x4A2B     0x9B92
0x4A2C     0x5206
0x4A2D     0x543B
0x4A2E     0x5674
0x4A2F     0x58B3
0x4A30     0x61A4
0x4A31     0x626E
0x4A32     0x711A
0x4A33     0x596E
0x4A34     0x7C89
0x4A35     0x7CDE
0x4A36     0x7D1B
0x4A37     0x96F0
0x4A38     0x6587
0x4A39     0x805E
0x4A3A     0x4E19
0x4A3B     0x4F75
0x4A3C     0x5175
0x4A3D     0x5840
0x4A3E     0x5E63
0x4A3F     0x5E73
0x4A40     0x5F0A
0x4A41     0x67C4
0x4A42     0x4E26
0x4A43     0x853D
0x4A44     0x9589
0x4A45     0x965B
0x4A46     0x7C73
0x4A47     0x9801
0x4A48     0x50FB
0x4A49     0x58C1
0x4A4A     0x7656
0x4A4B     0x78A7
0x4A4C     0x5225
0x4A4D     0x77A5
0x4A4E     0x8511
0x4A4F     0x7B86
0x4A50     0x504F
0x4A51     0x5909
0x4A52     0x7247
0x4A53     0x7BC7
0x4A54     0x7DE8
0x4A55     0x8FBA
0x4A56     0x8FD4
0x4A57     0x904D
0x4A58     0x4FBF
0x4A59     0x52C9
0x4A5A     0x5A29
0x4A5B     0x5F01
0x4A5C     0x97AD
0x4A5D     0x4FDD
0x4A5E     0x8217
0x4A5F     0x92EA
0x4A60     0x5703
0x4A61     0x6355
0x4A62     0x6B69
0x4A63     0x752B
0x4A64     0x88DC
0x4A65     0x8F14
0x4A66     0x7A42
0x4A67     0x52DF
0x4A68     0x5893
0x4A69     0x6155
0x4A6A     0x620A
0x4A6B     0x66AE
0x4A6C     0x6BCD
0x4A6D     0x7C3F
0x4A6E     0x83E9
0x4A6F     0x5023
0x4A70     0x4FF8
0x4A71     0x5305
0x4A72     0x5446
0x4A73     0x5831
0x4A74     0x5949
0x4A75     0x5B9D
0x4A76     0x5CF0
0x4A77     0x5CEF
0x4A78     0x5D29
0x4A79     0x5E96
0x4A7A     0x62B1
0x4A7B     0x6367
0x4A7C     0x653E
0x4A7D     0x65B9
0x4A7E     0x670B
0x4B21     0x6CD5
0x4B22     0x6CE1
0x4B23     0x70F9
0x4B24     0x7832
0x4B25     0x7E2B
0x4B26     0x80DE
0x4B27     0x82B3
0x4B28     0x840C
0x4B29     0x84EC
0x4B2A     0x8702
0x4B2B     0x8912
0x4B2C     0x8A2A
0x4B2D     0x8C4A
0x4B2E     0x90A6
0x4B2F     0x92D2
0x4B30     0x98FD
0x4B31     0x9CF3
0x4B32     0x9D6C
0x4B33     0x4E4F
0x4B34     0x4EA1
0x4B35     0x508D
0x4B36     0x5256
0x4B37     0x574A
0x4B38     0x59A8
0x4B39     0x5E3D
0x4B3A     0x5FD8
0x4B3B     0x5FD9
0x4B3C     0x623F
0x4B3D     0x66B4
0x4B3E     0x671B
0x4B3F     0x67D0
0x4B40     0x68D2
0x4B41     0x5192
0x4B42     0x7D21
0x4B43     0x80AA
0x4B44     0x81A8
0x4B45     0x8B00
0x4B46     0x8C8C
0x4B47     0x8CBF
0x4B48     0x927E
0x4B49     0x9632
0x4B4A     0x5420
0x4B4B     0x982C
0x4B4C     0x5317
0x4B4D     0x50D5
0x4B4E     0x535C
0x4B4F     0x58A8
0x4B50     0x64B2
0x4B51     0x6734
0x4B52     0x7267
0x4B53     0x7766
0x4B54     0x7A46
0x4B55     0x91E6
0x4B56     0x52C3
0x4B57     0x6CA1
0x4B58     0x6B86
0x4B59     0x5800
0x4B5A     0x5E4C
0x4B5B     0x5954
0x4B5C     0x672C
0x4B5D     0x7FFB
0x4B5E     0x51E1
0x4B5F     0x76C6
0x4B60     0x6469
0x4B61     0x78E8
0x4B62     0x9B54
0x4B63     0x9EBB
0x4B64     0x57CB
0x4B65     0x59B9
0x4B66     0x6627
0x4B67     0x679A
0x4B68     0x6BCE
0x4B69     0x54E9
0x4B6A     0x69D9
0x4B6B     0x5E55
0x4B6C     0x819C
0x4B6D     0x6795
0x4B6E     0x9BAA
0x4B6F     0x67FE
0x4B70     0x9C52
0x4B71     0x685D
0x4B72     0x4EA6
0x4B73     0x4FE3
0x4B74     0x53C8
0x4B75     0x62B9
0x4B76     0x672B
0x4B77     0x6CAB
0x4B78     0x8FC4
0x4B79     0x4FAD
0x4B7A     0x7E6D
0x4B7B     0x9EBF
0x4B7C     0x4E07
0x4B7D     0x6162
0x4B7E     0x6E80
0x4C21     0x6F2B
0x4C22     0x8513
0x4C23     0x5473
0x4C24     0x672A
0x4C25     0x9B45
0x4C26     0x5DF3
0x4C27     0x7B95
0x4C28     0x5CAC
0x4C29     0x5BC6
0x4C2A     0x871C
0x4C2B     0x6E4A
0x4C2C     0x84D1
0x4C2D     0x7A14
0x4C2E     0x8108
0x4C2F     0x5999
0x4C30     0x7C8D
0x4C31     0x6C11
0x4C32     0x7720
0x4C33     0x52D9
0x4C34     0x5922
0x4C35     0x7121
0x4C36     0x725F
0x4C37     0x77DB
0x4C38     0x9727
0x4C39     0x9D61
0x4C3A     0x690B
0x4C3B     0x5A7F
0x4C3C     0x5A18
0x4C3D     0x51A5
0x4C3E     0x540D
0x4C3F     0x547D
0x4C40     0x660E
0x4C41     0x76DF
0x4C42     0x8FF7
0x4C43     0x9298
0x4C44     0x9CF4
0x4C45     0x59EA
0x4C46     0x725D
0x4C47     0x6EC5
0x4C48     0x514D
0x4C49     0x68C9
0x4C4A     0x7DBF
0x4C4B     0x7DEC
0x4C4C     0x9762
0x4C4D     0x9EBA
0x4C4E     0x6478
0x4C4F     0x6A21
0x4C50     0x8302
0x4C51     0x5984
0x4C52     0x5B5F
0x4C53     0x6BDB
0x4C54     0x731B
0x4C55     0x76F2
0x4C56     0x7DB2
0x4C57     0x8017
0x4C58     0x8499
0x4C59     0x5132
0x4C5A     0x6728
0x4C5B     0x9ED9
0x4C5C     0x76EE
0x4C5D     0x6762
0x4C5E     0x52FF
0x4C5F     0x9905
0x4C60     0x5C24
0x4C61     0x623B
0x4C62     0x7C7E
0x4C63     0x8CB0
0x4C64     0x554F
0x4C65     0x60B6
0x4C66     0x7D0B
0x4C67     0x9580
0x4C68     0x5301
0x4C69     0x4E5F
0x4C6A     0x51B6
0x4C6B     0x591C
0x4C6C     0x723A
0x4C6D     0x8036
0x4C6E     0x91CE
0x4C6F     0x5F25
0x4C70     0x77E2
0x4C71     0x5384
0x4C72     0x5F79
0x4C73     0x7D04
0x4C74     0x85AC
0x4C75     0x8A33
0x4C76     0x8E8D
0x4C77     0x9756
0x4C78     0x67F3
0x4C79     0x85AE
0x4C7A     0x9453
0x4C7B     0x6109
0x4C7C     0x6108
0x4C7D     0x6CB9
0x4C7E     0x7652
0x4D21     0x8AED
0x4D22     0x8F38
0x4D23     0x552F
0x4D24     0x4F51
0x4D25     0x512A
0x4D26     0x52C7
0x4D27     0x53CB
0x4D28     0x5BA5
0x4D29     0x5E7D
0x4D2A     0x60A0
0x4D2B     0x6182
0x4D2C     0x63D6
0x4D2D     0x6709
0x4D2E     0x67DA
0x4D2F     0x6E67
0x4D30     0x6D8C
0x4D31     0x7336
0x4D32     0x7337
0x4D33     0x7531
0x4D34     0x7950
0x4D35     0x88D5
0x4D36     0x8A98
0x4D37     0x904A
0x4D38     0x9091
0x4D39     0x90F5
0x4D3A     0x96C4
0x4D3B     0x878D
0x4D3C     0x5915
0x4D3D     0x4E88
0x4D3E     0x4F59
0x4D3F     0x4E0E
0x4D40     0x8A89
0x4D41     0x8F3F
0x4D42     0x9810
0x4D43     0x50AD
0x4D44     0x5E7C
0x4D45     0x5996
0x4D46     0x5BB9
0x4D47     0x5EB8
0x4D48     0x63DA
0x4D49     0x63FA
0x4D4A     0x64C1
0x4D4B     0x66DC
0x4D4C     0x694A
0x4D4D     0x69D8
0x4D4E     0x6D0B
0x4D4F     0x6EB6
0x4D50     0x7194
0x4D51     0x7528
0x4D52     0x7AAF
0x4D53     0x7F8A
0x4D54     0x8000
0x4D55     0x8449
0x4D56     0x84C9
0x4D57     0x8981
0x4D58     0x8B21
0x4D59     0x8E0A
0x4D5A     0x9065
0x4D5B     0x967D
0x4D5C     0x990A
0x4D5D     0x617E
0x4D5E     0x6291
0x4D5F     0x6B32
0x4D60     0x6C83
0x4D61     0x6D74
0x4D62     0x7FCC
0x4D63     0x7FFC
0x4D64     0x6DC0
0x4D65     0x7F85
0x4D66     0x87BA
0x4D67     0x88F8
0x4D68     0x6765
0x4D69     0x83B1
0x4D6A     0x983C
0x4D6B     0x96F7
0x4D6C     0x6D1B
0x4D6D     0x7D61
0x4D6E     0x843D
0x4D6F     0x916A
0x4D70     0x4E71
0x4D71     0x5375
0x4D72     0x5D50
0x4D73     0x6B04
0x4D74     0x6FEB
0x4D75     0x85CD
0x4D76     0x862D
0x4D77     0x89A7
0x4D78     0x5229
0x4D79     0x540F
0x4D7A     0x5C65
0x4D7B     0x674E
0x4D7C     0x68A8
0x4D7D     0x7406
0x4D7E     0x7483
0x4E21     0x75E2
0x4E22     0x88CF
0x4E23     0x88E1
0x4E24     0x91CC
0x4E25     0x96E2
0x4E26     0x9678
0x4E27     0x5F8B
0x4E28     0x7387
0x4E29     0x7ACB
0x4E2A     0x844E
0x4E2B     0x63A0
0x4E2C     0x7565
0x4E2D     0x5289
0x4E2E     0x6D41
0x4E2F     0x6E9C
0x4E30     0x7409
0x4E31     0x7559
0x4E32     0x786B
0x4E33     0x7C92
0x4E34     0x9686
0x4E35     0x7ADC
0x4E36     0x9F8D
0x4E37     0x4FB6
0x4E38     0x616E
0x4E39     0x65C5
0x4E3A     0x865C
0x4E3B     0x4E86
0x4E3C     0x4EAE
0x4E3D     0x50DA
0x4E3E     0x4E21
0x4E3F     0x51CC
0x4E40     0x5BEE
0x4E41     0x6599
0x4E42     0x6881
0x4E43     0x6DBC
0x4E44     0x731F
0x4E45     0x7642
0x4E46     0x77AD
0x4E47     0x7A1C
0x4E48     0x7CE7
0x4E49     0x826F
0x4E4A     0x8AD2
0x4E4B     0x907C
0x4E4C     0x91CF
0x4E4D     0x9675
0x4E4E     0x9818
0x4E4F     0x529B
0x4E50     0x7DD1
0x4E51     0x502B
0x4E52     0x5398
0x4E53     0x6797
0x4E54     0x6DCB
0x4E55     0x71D0
0x4E56     0x7433
0x4E57     0x81E8
0x4E58     0x8F2A
0x4E59     0x96A3
0x4E5A     0x9C57
0x4E5B     0x9E9F
0x4E5C     0x7460
0x4E5D     0x5841
0x4E5E     0x6D99
0x4E5F     0x7D2F
0x4E60     0x985E
0x4E61     0x4EE4
0x4E62     0x4F36
0x4E63     0x4F8B
0x4E64     0x51B7
0x4E65     0x52B1
0x4E66     0x5DBA
0x4E67     0x601C
0x4E68     0x73B2
0x4E69     0x793C
0x4E6A     0x82D3
0x4E6B     0x9234
0x4E6C     0x96B7
0x4E6D     0x96F6
0x4E6E     0x970A
0x4E6F     0x9E97
0x4E70     0x9F62
0x4E71     0x66A6
0x4E72     0x6B74
0x4E73     0x5217
0x4E74     0x52A3
0x4E75     0x70C8
0x4E76     0x88C2
0x4E77     0x5EC9
0x4E78     0x604B
0x4E79     0x6190
0x4E7A     0x6F23
0x4E7B     0x7149
0x4E7C     0x7C3E
0x4E7D     0x7DF4
0x4E7E     0x806F
0x4F21     0x84EE
0x4F22     0x9023
0x4F23     0x932C
0x4F24     0x5442
0x4F25     0x9B6F
0x4F26     0x6AD3
0x4F27     0x7089
0x4F28     0x8CC2
0x4F29     0x8DEF
0x4F2A     0x9732
0x4F2B     0x52B4
0x4F2C     0x5A41
0x4F2D     0x5ECA
0x4F2E     0x5F04
0x4F2F     0x6717
0x4F30     0x697C
0x4F31     0x6994
0x4F32     0x6D6A
0x4F33     0x6F0F
0x4F34     0x7262
0x4F35     0x72FC
0x4F36     0x7BED
0x4F37     0x8001
0x4F38     0x807E
0x4F39     0x874B
0x4F3A     0x90CE
0x4F3B     0x516D
0x4F3C     0x9E93
0x4F3D     0x7984
0x4F3E     0x808B
0x4F3F     0x9332
0x4F40     0x8AD6
0x4F41     0x502D
0x4F42     0x548C
0x4F43     0x8A71
0x4F44     0x6B6A
0x4F45     0x8CC4
0x4F46     0x8107
0x4F47     0x60D1
0x4F48     0x67A0
0x4F49     0x9DF2
0x4F4A     0x4E99
0x4F4B     0x4E98
0x4F4C     0x9C10
0x4F4D     0x8A6B
0x4F4E     0x85C1
0x4F4F     0x8568
0x4F50     0x6900
0x4F51     0x6E7E
0x4F52     0x7897
0x4F53     0x8155
0x5021     0x5F0C
0x5022     0x4E10
0x5023     0x4E15
0x5024     0x4E2A
0x5025     0x4E31
0x5026     0x4E36
0x5027     0x4E3C
0x5028     0x4E3F
0x5029     0x4E42
0x502A     0x4E56
0x502B     0x4E58
0x502C     0x4E82
0x502D     0x4E85
0x502E     0x8C6B
0x502F     0x4E8A
0x5030     0x8212
0x5031     0x5F0D
0x5032     0x4E8E
0x5033     0x4E9E
0x5034     0x4E9F
0x5035     0x4EA0
0x5036     0x4EA2
0x5037     0x4EB0
0x5038     0x4EB3
0x5039     0x4EB6
0x503A     0x4ECE
0x503B     0x4ECD
0x503C     0x4EC4
0x503D     0x4EC6
0x503E     0x4EC2
0x503F     0x4ED7
0x5040     0x4EDE
0x5041     0x4EED
0x5042     0x4EDF
0x5043     0x4EF7
0x5044     0x4F09
0x5045     0x4F5A
0x5046     0x4F30
0x5047     0x4F5B
0x5048     0x4F5D
0x5049     0x4F57
0x504A     0x4F47
0x504B     0x4F76
0x504C     0x4F88
0x504D     0x4F8F
0x504E     0x4F98
0x504F     0x4F7B
0x5050     0x4F69
0x5051     0x4F70
0x5052     0x4F91
0x5053     0x4F6F
0x5054     0x4F86
0x5055     0x4F96
0x5056     0x5118
0x5057     0x4FD4
0x5058     0x4FDF
0x5059     0x4FCE
0x505A     0x4FD8
0x505B     0x4FDB
0x505C     0x4FD1
0x505D     0x4FDA
0x505E     0x4FD0
0x505F     0x4FE4
0x5060     0x4FE5
0x5061     0x501A
0x5062     0x5028
0x5063     0x5014
0x5064     0x502A
0x5065     0x5025
0x5066     0x5005
0x5067     0x4F1C
0x5068     0x4FF6
0x5069     0x5021
0x506A     0x5029
0x506B     0x502C
0x506C     0x4FFE
0x506D     0x4FEF
0x506E     0x5011
0x506F     0x5006
0x5070     0x5043
0x5071     0x5047
0x5072     0x6703
0x5073     0x5055
0x5074     0x5050
0x5075     0x5048
0x5076     0x505A
0x5077     0x5056
0x5078     0x506C
0x5079     0x5078
0x507A     0x5080
0x507B     0x509A
0x507C     0x5085
0x507D     0x50B4
0x507E     0x50B2
0x5121     0x50C9
0x5122     0x50CA
0x5123     0x50B3
0x5124     0x50C2
0x5125     0x50D6
0x5126     0x50DE
0x5127     0x50E5
0x5128     0x50ED
0x5129     0x50E3
0x512A     0x50EE
0x512B     0x50F9
0x512C     0x50F5
0x512D     0x5109
0x512E     0x5101
0x512F     0x5102
0x5130     0x5116
0x5131     0x5115
0x5132     0x5114
0x5133     0x511A
0x5134     0x5121
0x5135     0x513A
0x5136     0x5137
0x5137     0x513C
0x5138     0x513B
0x5139     0x513F
0x513A     0x5140
0x513B     0x5152
0x513C     0x514C
0x513D     0x5154
0x513E     0x5162
0x513F     0x7AF8
0x5140     0x5169
0x5141     0x516A
0x5142     0x516E
0x5143     0x5180
0x5144     0x5182
0x5145     0x56D8
0x5146     0x518C
0x5147     0x5189
0x5148     0x518F
0x5149     0x5191
0x514A     0x5193
0x514B     0x5195
0x514C     0x5196
0x514D     0x51A4
0x514E     0x51A6
0x514F     0x51A2
0x5150     0x51A9
0x5151     0x51AA
0x5152     0x51AB
0x5153     0x51B3
0x5154     0x51B1
0x5155     0x51B2
0x5156     0x51B0
0x5157     0x51B5
0x5158     0x51BD
0x5159     0x51C5
0x515A     0x51C9
0x515B     0x51DB
0x515C     0x51E0
0x515D     0x8655
0x515E     0x51E9
0x515F     0x51ED
0x5160     0x51F0
0x5161     0x51F5
0x5162     0x51FE
0x5163     0x5204
0x5164     0x520B
0x5165     0x5214
0x5166     0x520E
0x5167     0x5227
0x5168     0x522A
0x5169     0x522E
0x516A     0x5233
0x516B     0x5239
0x516C     0x524F
0x516D     0x5244
0x516E     0x524B
0x516F     0x524C
0x5170     0x525E
0x5171     0x5254
0x5172     0x526A
0x5173     0x5274
0x5174     0x5269
0x5175     0x5273
0x5176     0x527F
0x5177     0x527D
0x5178     0x528D
0x5179     0x5294
0x517A     0x5292
0x517B     0x5271
0x517C     0x5288
0x517D     0x5291
0x517E     0x8FA8
0x5221     0x8FA7
0x5222     0x52AC
0x5223     0x52AD
0x5224     0x52BC
0x5225     0x52B5
0x5226     0x52C1
0x5227     0x52CD
0x5228     0x52D7
0x5229     0x52DE
0x522A     0x52E3
0x522B     0x52E6
0x522C     0x98ED
0x522D     0x52E0
0x522E     0x52F3
0x522F     0x52F5
0x5230     0x52F8
0x5231     0x52F9
0x5232     0x5306
0x5233     0x5308
0x5234     0x7538
0x5235     0x530D
0x5236     0x5310
0x5237     0x530F
0x5238     0x5315
0x5239     0x531A
0x523A     0x5323
0x523B     0x532F
0x523C     0x5331
0x523D     0x5333
0x523E     0x5338
0x523F     0x5340
0x5240     0x5346
0x5241     0x5345
0x5242     0x4E17
0x5243     0x5349
0x5244     0x534D
0x5245     0x51D6
0x5246     0x535E
0x5247     0x5369
0x5248     0x536E
0x5249     0x5918
0x524A     0x537B
0x524B     0x5377
0x524C     0x5382
0x524D     0x5396
0x524E     0x53A0
0x524F     0x53A6
0x5250     0x53A5
0x5251     0x53AE
0x5252     0x53B0
0x5253     0x53B6
0x5254     0x53C3
0x5255     0x7C12
0x5256     0x96D9
0x5257     0x53DF
0x5258     0x66FC
0x5259     0x71EE
0x525A     0x53EE
0x525B     0x53E8
0x525C     0x53ED
0x525D     0x53FA
0x525E     0x5401
0x525F     0x543D
0x5260     0x5440
0x5261     0x542C
0x5262     0x542D
0x5263     0x543C
0x5264     0x542E
0x5265     0x5436
0x5266     0x5429
0x5267     0x541D
0x5268     0x544E
0x5269     0x548F
